charger id,current,delta_current,voltage,delta_voltage,power (W),expected_load,status,location,temperature,class
11294,7.59,-1.06,391.8,-0.27,3063.0,8860,CHARGING,"(28.66, 77.31)",29.3,0
11295,2.11,-0.24,0.0,1.62,0.0,0,IDLE,"(35.75, 139.62)",27.8,0
11296,3.16,-0.82,0.0,0.71,22.1,68,IDLE,"(28.6, 77.13)",16.6,0
11297,0.17,-0.97,0.9,-0.04,0.0,0,OFF,"(37.55, -122.43)",14.3,0
11298,31.57,31.1,555.2,-162.87,16750.3,9724,CHARGING,"(35.6, 139.83)",66.4,2
11299,33.32,-4.16,303.2,59.86,9998.2,7372,ERROR,"(35.68, 139.64)",52.1,1
11300,12.86,-0.15,410.9,-1.79,5421.4,4307,SAFE MODE,"(28.53, 77.42)",32.7,0
11301,0.0,2.1,541.2,76.98,0.0,3013,ERROR,"(52.66, 13.29)",50.9,1
11302,27.58,-0.23,400.7,5.23,11009.3,12245,CHARGING,"(40.61, -74.02)",29.6,0
11303,5.0,1.4,551.7,6.64,2617.1,4971,CHARGING,"(36.01, 139.7)",34.6,0
11304,16.88,16.27,386.8,-23.1,6675.0,4397,SAFE MODE,"(-33.89, 151.35)",61.4,2
11305,18.99,0.99,655.2,-10.31,12734.6,11986,CHARGING,"(51.55, -0.07)",28.5,0
11306,16.72,0.57,551.8,0.46,9178.2,6765,CHARGING,"(51.53, -0.31)",26.1,0
11307,0.0,0.8,353.2,24.09,0.0,5710,ERROR,"(28.65, 77.21)",56.7,1
11308,14.23,0.31,567.9,-4.31,7840.8,9432,CHARGING,"(-33.98, 151.2)",31.6,0
11309,7.48,0.42,647.3,-1.47,4808.1,11876,CHARGING,"(-33.73, 151.25)",39.7,0
11310,43.8,1.02,465.8,4.22,20003.8,12624,CHARGING,"(40.46, -74.03)",33.0,0
11311,24.26,8.34,542.2,-72.19,12693.1,5831,ERROR,"(33.89, -117.75)",49.9,1
11312,0.0,-0.85,0.0,-1.23,16.6,0,OFF,"(28.33, 77.11)",24.9,0
11313,0.22,-0.13,1.3,3.85,14.0,0,OFF,"(37.75, -122.65)",17.3,0
11314,13.6,0.42,505.0,1.37,6840.3,5754,CHARGING,"(40.64, -73.93)",32.8,0
11315,21.5,0.14,593.5,2.43,12936.1,10676,CHARGING,"(28.54, 77.19)",39.5,0
11316,0.0,0.39,32.1,-0.56,0.0,14,IDLE,"(38.03, -122.16)",19.6,0
11317,25.68,-0.4,609.2,6.86,15505.9,10687,CHARGING,"(33.96, -118.02)",37.0,0
11318,0.11,-1.21,0.1,4.96,0.0,0,OFF,"(51.26, -0.02)",41.1,1
11319,0.06,-0.91,35.8,2.41,0.0,1,IDLE,"(48.9, 2.28)",20.1,0
11320,31.81,0.41,465.9,-9.36,14577.1,12643,CHARGING,"(51.65, 0.1)",39.0,0
11321,16.8,-0.54,523.5,-0.22,9161.2,11608,CHARGING,"(40.86, -73.94)",30.6,0
11322,8.41,-0.93,509.0,5.32,4155.6,7040,CHARGING,"(34.18, -118.49)",30.8,0
11323,14.65,0.41,562.0,6.49,7982.5,10140,CHARGING,"(-33.62, 151.18)",33.9,0
11324,14.28,0.52,646.8,3.02,8831.1,6151,CHARGING,"(48.73, 2.2)",29.3,0
11325,0.0,0.08,4.1,0.71,9.7,116,IDLE,"(34.24, -118.29)",15.2,0
11326,21.18,-0.31,485.6,-0.99,10178.8,14490,CHARGING,"(-34.1, 151.38)",29.7,0
11327,56.88,-10.56,287.5,1.26,16137.1,5799,ERROR,"(40.78, -73.94)",53.5,1
11328,14.27,0.32,384.9,0.55,5457.5,4046,CHARGING,"(-34.19, 151.22)",39.2,0
11329,0.76,0.2,7.6,-0.7,0.0,0,IDLE,"(34.27, -118.35)",19.7,0
11330,0.0,0.01,0.0,0.16,90.4,0,OFF,"(35.47, 139.65)",22.3,0
11331,10.76,-0.09,453.3,-4.05,4961.9,3841,SAFE MODE,"(-33.9, 151.52)",32.6,0
11332,0.0,0.48,0.0,0.28,59.6,13,IDLE,"(42.03, 12.41)",18.4,0
11333,17.09,0.62,657.5,6.19,10911.2,12233,CHARGING,"(52.44, 13.34)",45.0,0
11334,24.47,3.17,507.2,15.98,12597.5,10505,CHARGING,"(35.33, 139.84)",44.1,1
11335,30.45,-1.7,588.9,-5.71,18229.7,13979,CHARGING,"(35.72, 139.66)",29.6,0
11336,0.0,-0.24,0.1,3.6,0.0,0,OFF,"(35.68, 139.6)",23.8,0
11337,0.64,-0.07,0.0,-1.73,33.1,116,IDLE,"(-33.97, 151.3)",21.5,0
11338,23.35,0.47,370.9,-2.44,8480.8,10673,CHARGING,"(40.59, -73.98)",20.2,0
11339,46.8,25.53,408.7,108.02,20035.5,2159,ERROR,"(33.92, -118.35)",50.0,2
11340,0.0,0.16,0.0,1.17,0.0,0,OFF,"(33.86, -118.2)",18.5,0
11341,21.45,0.1,472.1,-7.19,10052.1,9226,CHARGING,"(37.62, -122.53)",24.0,0
11342,34.82,-0.45,360.2,4.65,12687.0,10918,CHARGING,"(40.64, -73.76)",34.5,0
11343,0.0,-0.94,0.0,-0.63,11.8,0,OFF,"(37.69, -122.52)",17.7,0
11344,20.27,-0.13,520.4,-7.18,11063.5,10779,CHARGING,"(28.44, 77.23)",36.8,0
11345,13.25,1.17,561.8,-5.38,7420.3,7388,CHARGING,"(42.06, 12.76)",32.4,0
11346,39.66,-1.03,456.3,-4.2,18106.2,11682,CHARGING,"(52.46, 13.58)",27.1,0
11347,0.0,1.55,0.0,1.45,25.7,31,IDLE,"(35.79, 139.72)",21.6,0
11348,3.55,7.34,526.6,-6.87,2034.0,4636,SAFE MODE,"(34.08, -118.38)",50.0,1
11349,16.8,-0.51,534.3,-4.35,9042.1,7929,CHARGING,"(40.72, -74.16)",34.8,0
11350,0.0,0.4,0.0,0.95,63.2,18,IDLE,"(28.49, 77.44)",25.5,0
11351,0.0,0.13,12.4,-0.75,7.1,0,IDLE,"(41.04, -73.91)",29.8,0
11352,31.11,0.54,548.6,-1.36,16895.6,11342,CHARGING,"(33.97, -118.49)",38.8,0
11353,8.5,0.32,490.1,-3.82,4143.1,2699,CHARGING,"(40.9, -74.31)",39.0,0
11354,8.89,-0.1,406.5,-5.45,3550.6,3140,SAFE MODE,"(41.57, 12.84)",31.4,1
11355,13.75,-0.32,532.8,-1.11,7276.0,9301,CHARGING,"(40.8, -74.24)",35.8,0
11356,22.18,-0.47,550.5,-1.74,12263.9,12872,CHARGING,"(51.57, -0.19)",34.8,0
11357,26.36,-0.13,636.4,0.36,16335.3,10239,CHARGING,"(34.11, -118.45)",26.5,0
11358,0.13,-0.16,8.7,-2.83,0.0,0,IDLE,"(48.8, 2.25)",16.0,0
11359,5.0,0.1,475.0,-3.18,2423.4,8708,CHARGING,"(48.75, 2.06)",35.2,0
11360,0.98,7.05,433.6,35.38,348.8,464,SAFE MODE,"(34.02, -118.3)",49.3,1
11361,1.77,-0.11,0.0,-1.22,0.0,0,IDLE,"(28.65, 77.32)",19.5,0
11362,0.53,-1.02,5.7,-1.93,52.0,0,IDLE,"(28.47, 77.33)",30.6,0
11363,3.01,0.55,4.8,1.98,11.6,0,IDLE,"(49.11, 2.05)",30.3,0
11364,15.35,3.44,267.1,-18.99,4203.3,7198,ERROR,"(52.56, 13.38)",40.3,1
11365,0.0,-0.14,485.9,6.08,0.0,2286,ERROR,"(51.43, -0.31)",53.9,1
11366,0.0,-1.69,0.0,0.52,10.8,0,OFF,"(51.4, 0.05)",21.6,0
11367,11.52,0.82,531.1,-3.91,5881.8,8978,CHARGING,"(-34.0, 151.04)",31.1,0
11368,12.26,-0.53,487.0,-1.94,5882.2,7727,CHARGING,"(41.73, 12.37)",33.4,0
11369,0.0,0.2,0.0,1.37,65.3,35,IDLE,"(28.55, 76.77)",21.4,0
11370,7.53,-0.34,417.5,1.8,3106.7,6767,CHARGING,"(48.87, 2.61)",28.4,0
11371,17.11,0.25,455.0,3.69,8100.6,10453,CHARGING,"(40.5, -73.97)",34.8,0
11372,5.96,0.4,550.8,-1.91,3213.5,5792,CHARGING,"(40.6, -73.91)",32.2,0
11373,5.0,-0.55,638.5,-2.23,3142.5,7508,CHARGING,"(37.7, -122.41)",34.4,0
11374,19.54,-0.38,529.8,-7.7,10461.9,7466,CHARGING,"(40.94, -74.11)",32.6,0
11375,0.0,0.33,0.2,-0.89,0.0,0,OFF,"(28.78, 77.39)",18.9,0
11376,63.04,-11.73,365.0,-47.15,23559.4,7247,ERROR,"(28.6, 77.42)",63.8,2
11377,7.8,-1.17,558.3,2.31,4651.4,7109,CHARGING,"(28.55, 77.43)",35.6,0
11378,1.39,-0.37,0.0,1.22,0.3,0,IDLE,"(35.76, 139.71)",19.0,0
11379,0.0,0.6,13.9,0.24,1.9,0,IDLE,"(28.53, 77.05)",19.9,0
11380,0.0,1.9,343.9,-8.35,125.1,0,ERROR,"(41.66, 12.26)",45.8,1
11381,35.24,-1.59,472.7,1.7,16593.1,10804,CHARGING,"(28.55, 77.31)",39.9,0
11382,16.84,0.43,378.3,3.27,6147.9,9543,CHARGING,"(28.64, 77.11)",27.9,0
11383,3.14,2.91,451.2,-24.16,1494.7,6167,ERROR,"(48.68, 2.27)",41.8,1
11384,4.4,-1.9,520.2,-4.94,2246.3,2798,SAFE MODE,"(35.61, 139.63)",32.2,0
11385,0.22,0.64,0.0,-0.14,39.0,0,IDLE,"(48.77, 2.34)",24.0,0
11386,20.11,0.46,549.1,5.71,10559.9,11980,CHARGING,"(48.84, 2.23)",38.0,0
11387,0.0,0.91,0.0,-0.67,39.4,0,OFF,"(-33.64, 151.39)",24.1,0
11388,1.89,-0.39,34.5,-0.2,52.3,0,IDLE,"(40.64, -73.98)",23.0,0
11389,9.39,1.21,688.2,-3.55,6324.8,5599,CHARGING,"(34.1, -118.28)",40.4,0
11390,1.16,0.63,0.0,0.26,51.5,14,IDLE,"(35.67, 139.83)",17.3,0
11391,7.3,-2.83,549.6,-19.64,4086.3,6058,SAFE MODE,"(34.12, -118.13)",45.5,1
11392,12.91,-0.3,484.7,-0.85,6035.8,12463,CHARGING,"(51.59, -0.22)",33.6,0
11393,18.11,0.23,615.9,0.62,10798.3,9928,CHARGING,"(40.9, -74.11)",30.2,0
11394,21.22,0.83,461.4,2.74,9774.8,9760,CHARGING,"(35.64, 139.5)",37.4,0
11395,5.38,0.08,583.8,-10.24,3107.7,8511,CHARGING,"(37.87, -122.2)",34.0,0
11396,0.29,-0.39,50.1,2.4,0.4,6,IDLE,"(41.78, 12.45)",23.9,0
11397,5.68,-0.31,452.9,-0.3,2631.2,6547,CHARGING,"(40.69, -73.96)",19.8,0
11398,28.33,-0.75,489.8,-2.58,14033.8,11381,CHARGING,"(-33.61, 151.17)",34.3,0
11399,18.87,0.98,495.3,9.65,9382.8,10245,CHARGING,"(-33.69, 151.29)",24.1,0
11400,0.0,-0.27,16.0,0.39,1.9,9,IDLE,"(51.46, 0.02)",26.6,0
11401,3.0,-0.26,4.4,-1.92,0.0,0,IDLE,"(34.06, -118.37)",18.5,0
11402,24.32,-0.28,484.8,0.67,12025.6,7928,CHARGING,"(-33.78, 151.17)",23.9,0
11403,0.0,-3.65,340.0,-12.91,0.0,820,ERROR,"(52.49, 13.53)",52.3,1
11404,1.39,1.06,4.2,0.39,10.2,0,IDLE,"(28.54, 77.26)",18.2,0
11405,5.59,-1.75,615.4,12.47,3510.9,8063,CHARGING,"(52.81, 13.56)",25.8,0
11406,1.64,-0.34,21.3,2.88,0.0,0,IDLE,"(48.75, 2.43)",29.0,0
11407,27.97,-0.1,454.1,-1.52,12877.2,9946,CHARGING,"(35.97, 139.48)",40.1,0
11408,7.85,-1.21,717.6,7.2,5716.4,9353,CHARGING,"(37.77, -122.37)",39.7,0
11409,0.0,1.03,0.0,1.53,0.0,7,IDLE,"(35.83, 139.39)",13.7,0
11410,13.36,-1.36,444.5,7.13,5794.1,8863,CHARGING,"(28.45, 77.32)",42.3,0
11411,9.86,-0.06,499.7,-0.6,4535.4,7864,CHARGING,"(33.99, -118.31)",28.2,0
11412,14.98,0.51,536.3,-2.9,7925.1,8381,CHARGING,"(28.58, 76.94)",35.6,0
11413,0.0,-0.03,1.1,-0.39,0.0,0,OFF,"(51.32, -0.34)",29.9,0
11414,0.0,22.4,500.8,31.75,0.0,1276,SAFE MODE,"(33.76, -118.15)",53.4,2
11415,16.02,-0.16,553.3,-2.36,8923.2,9384,CHARGING,"(52.69, 13.65)",27.3,0
11416,0.0,-1.54,552.6,6.24,21.4,4023,ERROR,"(51.66, -0.14)",39.7,1
11417,5.0,-1.1,578.5,-1.51,2736.4,6034,CHARGING,"(-34.0, 151.24)",35.0,0
11418,3.21,-6.09,435.4,-14.78,1288.9,2803,SAFE MODE,"(52.44, 13.33)",54.6,1
11419,0.0,-10.66,794.2,6.07,0.0,4513,ERROR,"(-33.98, 151.42)",56.7,1
11420,5.0,-0.7,618.3,4.73,3114.6,4025,CHARGING,"(35.51, 139.63)",37.5,0
11421,8.41,2.42,487.1,-30.21,4085.1,7466,ERROR,"(52.51, 13.24)",51.7,1
11422,23.45,0.85,465.3,-2.27,10630.8,12013,CHARGING,"(37.41, -122.63)",33.2,0
11423,0.93,-0.28,8.3,0.74,66.6,69,IDLE,"(-33.93, 151.34)",23.7,0
11424,47.73,-0.69,350.0,-4.34,16772.1,13569,CHARGING,"(51.57, -0.18)",35.9,0
11425,26.75,2.17,627.9,-0.99,17601.1,11145,CHARGING,"(28.65, 77.17)",40.8,0
11426,5.76,0.55,573.4,-7.54,3362.4,6832,CHARGING,"(35.51, 139.9)",26.2,0
11427,0.0,-4.39,323.6,7.27,0.0,3872,ERROR,"(28.84, 77.21)",47.2,1
11428,0.0,0.54,0.0,-0.86,52.5,16,IDLE,"(48.88, 2.49)",27.8,0
11429,10.55,0.21,643.4,-9.31,6454.4,8411,CHARGING,"(48.9, 2.04)",34.6,0
11430,45.96,1.06,407.8,-4.21,18530.5,13397,CHARGING,"(40.7, -74.0)",23.8,0
11431,2.04,-0.23,58.9,2.19,146.5,112,IDLE,"(35.6, 139.67)",27.1,0
11432,13.24,0.15,387.2,-0.95,5076.4,5549,CHARGING,"(52.58, 13.6)",35.9,0
11433,12.08,0.15,508.4,9.99,5962.4,8347,CHARGING,"(-33.78, 151.19)",30.2,0
11434,12.94,-0.18,579.7,-4.44,7068.5,5693,CHARGING,"(41.64, 12.33)",39.4,0
11435,11.05,0.19,457.3,1.16,5026.1,7777,CHARGING,"(34.0, -118.07)",33.1,0
11436,25.47,-1.3,499.1,4.99,12312.2,10854,CHARGING,"(28.49, 77.31)",29.3,0
11437,15.41,0.58,488.9,0.41,7573.6,10937,CHARGING,"(35.72, 139.65)",24.2,0
11438,21.66,-0.45,612.4,0.61,13186.0,7386,CHARGING,"(40.67, -74.29)",26.9,0
11439,7.04,3.63,312.5,10.8,2251.1,2456,ERROR,"(37.84, -122.32)",24.3,1
11440,35.07,-0.34,457.7,-0.03,16057.2,13716,CHARGING,"(52.72, 13.27)",30.4,0
11441,0.0,-0.35,0.0,-1.01,0.0,0,IDLE,"(40.77, -73.95)",28.1,0
11442,28.98,0.51,403.3,-1.44,11725.2,9303,CHARGING,"(52.4, 13.33)",36.1,0
11443,26.52,-1.06,507.3,-0.12,13131.6,7623,CHARGING,"(-33.9, 151.07)",27.4,0
11444,1.08,0.23,0.0,1.44,0.0,37,IDLE,"(48.95, 2.35)",13.4,0
11445,0.0,0.2,0.0,1.06,27.9,0,OFF,"(48.96, 2.48)",20.1,0
11446,15.07,0.81,548.6,7.87,8354.7,8275,CHARGING,"(-33.82, 151.56)",28.5,0
11447,24.14,0.61,423.0,0.5,10666.6,5765,CHARGING,"(40.62, -73.82)",41.5,0
11448,12.79,0.97,551.9,2.42,7004.4,9816,CHARGING,"(51.5, -0.03)",24.2,0
11449,0.0,-0.02,0.3,-1.07,33.1,0,OFF,"(48.74, 2.42)",20.0,0
11450,0.0,-0.85,0.0,-0.22,0.0,23,IDLE,"(40.72, -73.82)",23.0,0
11451,1.24,-1.08,0.0,0.17,0.0,69,IDLE,"(48.89, 2.25)",23.7,0
11452,19.45,0.89,516.6,1.05,10119.3,12922,CHARGING,"(48.6, 2.39)",29.1,0
11453,11.79,-0.4,478.3,-4.0,5601.8,9053,CHARGING,"(28.36, 77.31)",45.0,0
11454,22.02,0.29,425.8,-0.34,9374.4,10465,CHARGING,"(51.57, -0.1)",35.2,0
11455,0.0,0.14,9.2,-0.92,100.3,56,IDLE,"(51.41, -0.25)",19.4,0
11456,0.0,0.21,0.9,-1.85,10.2,0,OFF,"(51.63, -0.17)",24.6,0
11457,8.1,0.69,610.2,2.77,4503.0,13667,CHARGING,"(40.82, -73.87)",46.7,0
11458,0.0,0.81,30.3,1.15,0.0,3,IDLE,"(35.74, 139.75)",13.3,0
11459,0.21,-0.09,0.8,0.78,80.2,0,OFF,"(28.65, 77.16)",18.1,0
11460,5.0,0.03,523.8,0.08,2556.5,9314,CHARGING,"(40.78, -74.21)",28.7,0
11461,10.11,-0.17,550.3,-1.06,5659.2,4409,CHARGING,"(34.04, -118.18)",36.3,0
11462,16.58,-0.32,492.2,6.46,8181.2,7014,CHARGING,"(-33.87, 151.27)",22.6,0
11463,21.51,-0.9,586.6,2.57,12416.7,12400,CHARGING,"(34.22, -118.17)",32.8,0
11464,5.0,0.76,682.0,-5.77,3515.4,7645,CHARGING,"(51.34, -0.14)",31.3,0
11465,0.0,0.06,1.8,0.2,55.9,0,OFF,"(-33.71, 151.21)",18.6,0
11466,13.8,0.01,517.2,1.36,7049.1,6676,CHARGING,"(28.45, 77.2)",30.2,0
11467,19.29,-0.45,545.1,-6.34,10598.3,8804,CHARGING,"(35.75, 139.67)",33.8,0
11468,5.0,1.07,525.4,3.21,2714.2,6611,CHARGING,"(41.77, 12.35)",27.7,0
11469,0.0,0.63,0.0,-3.27,80.7,17,IDLE,"(52.65, 13.61)",29.5,0
11470,20.25,-0.77,534.5,8.35,11414.7,7016,CHARGING,"(28.81, 77.39)",35.5,0
11471,2.91,0.65,407.1,-3.71,1279.4,1129,SAFE MODE,"(35.76, 139.76)",35.7,0
11472,23.75,-0.2,438.4,7.01,10649.1,8510,CHARGING,"(37.91, -122.49)",33.0,0
11473,8.92,-0.2,438.9,-6.33,4000.9,6600,CHARGING,"(40.93, -74.06)",34.8,0
11474,0.17,-0.35,0.2,-0.71,16.0,0,OFF,"(40.73, -73.97)",27.8,0
11475,27.76,-0.1,447.2,-4.51,12653.8,11135,CHARGING,"(48.89, 2.22)",26.6,0
11476,19.83,0.3,508.7,10.42,9864.0,10476,CHARGING,"(35.75, 139.57)",38.3,0
11477,21.27,0.45,460.8,4.58,9773.7,7579,CHARGING,"(37.78, -122.43)",32.8,0
11478,22.56,-0.34,350.0,5.94,7531.1,11508,CHARGING,"(41.81, 12.53)",26.2,0
11479,0.0,1.06,0.0,0.93,54.7,0,OFF,"(40.72, -74.29)",19.1,0
11480,17.3,-0.14,536.5,-6.98,9339.3,7362,CHARGING,"(41.98, 12.24)",39.9,0
11481,2.62,0.6,23.9,1.37,59.6,0,IDLE,"(37.9, -122.58)",24.1,0
11482,13.15,0.42,526.3,5.4,6969.7,8681,CHARGING,"(35.89, 139.85)",25.7,0
11483,8.18,-17.29,292.0,-25.15,2555.8,3370,SAFE MODE,"(52.25, 13.28)",51.6,2
11484,2.9,-0.21,0.0,-0.74,0.0,0,IDLE,"(52.33, 13.22)",20.6,0
11485,5.0,41.72,492.3,-58.21,2389.4,6092,CHARGING,"(52.5, 13.59)",60.8,2
11486,12.89,-0.82,517.8,0.05,6643.3,8755,CHARGING,"(41.87, 12.42)",31.7,0
11487,19.02,-0.22,541.5,4.72,10414.8,12355,CHARGING,"(40.83, -73.9)",30.1,0
11488,0.0,-9.71,277.3,-3.62,0.0,9247,ERROR,"(28.68, 77.33)",41.3,1
11489,8.76,-1.11,509.5,1.15,4470.2,14475,CHARGING,"(52.48, 13.44)",37.8,0
11490,45.35,14.42,513.0,-0.34,22845.6,5956,ERROR,"(-33.85, 150.8)",70.1,1
11491,0.0,-0.19,21.6,1.88,54.1,0,IDLE,"(51.71, -0.06)",18.6,0
11492,5.0,-0.87,569.9,1.23,3002.4,4782,CHARGING,"(49.08, 2.23)",29.7,0
11493,17.38,0.84,601.7,-9.11,10550.5,9729,CHARGING,"(48.43, 2.18)",44.4,0
11494,28.64,-0.57,425.6,-3.83,12026.1,11046,CHARGING,"(52.4, 13.45)",33.1,0
11495,0.0,-0.74,312.5,3.94,45.5,2361,SAFE MODE,"(-34.15, 151.2)",30.2,0
11496,33.56,-0.85,430.3,0.29,14196.5,12065,CHARGING,"(40.71, -74.03)",36.7,0
11497,6.62,0.64,460.8,-10.11,2940.5,9019,CHARGING,"(42.09, 12.39)",34.8,0
11498,5.0,0.09,626.5,4.06,3184.5,7874,CHARGING,"(35.86, 139.9)",33.5,0
11499,17.48,0.28,663.0,-5.05,12160.5,10469,CHARGING,"(34.19, -118.19)",35.9,0
11500,12.96,-1.33,416.4,-0.07,5560.1,7928,CHARGING,"(37.66, -122.47)",39.7,0
11501,8.07,-0.29,659.1,-0.68,5416.7,7449,CHARGING,"(42.16, 12.6)",33.6,0
11502,9.32,-0.16,562.7,-10.43,5498.0,3886,CHARGING,"(48.81, 2.43)",31.4,0
11503,16.04,-0.77,444.9,1.29,7536.9,3838,SAFE MODE,"(48.98, 2.38)",27.6,0
11504,10.36,0.07,479.9,1.63,5096.0,10144,CHARGING,"(33.96, -118.24)",38.9,0
11505,12.65,-0.37,438.7,-1.67,5432.9,7055,CHARGING,"(35.95, 139.59)",36.1,0
11506,14.59,0.5,500.8,-2.22,7264.9,10428,CHARGING,"(33.79, -118.27)",39.6,0
11507,24.85,-1.05,630.3,4.77,15990.5,10817,CHARGING,"(28.69, 77.41)",33.8,0
11508,18.82,-0.22,385.9,3.19,7345.8,6099,CHARGING,"(51.44, -0.24)",24.3,0
11509,17.58,-0.54,465.2,5.58,8211.2,12094,CHARGING,"(-33.99, 151.47)",30.1,0
11510,14.92,34.79,544.7,-23.42,8354.7,5016,SAFE MODE,"(40.62, -73.94)",56.7,2
11511,0.0,-0.05,41.7,1.42,7.8,95,IDLE,"(40.57, -74.22)",23.5,0
11512,0.0,0.97,0.0,-1.0,0.0,0,OFF,"(40.44, -74.02)",27.7,0
11513,1.33,0.04,17.8,-0.25,54.6,0,IDLE,"(48.88, 2.67)",26.7,0
11514,15.11,0.51,538.6,-3.18,8502.7,10681,CHARGING,"(33.98, -118.33)",30.6,0
11515,5.0,0.35,541.5,9.38,2603.7,5967,CHARGING,"(52.57, 13.28)",31.9,0
11516,0.0,0.13,0.0,1.12,44.5,6,IDLE,"(35.62, 139.66)",23.3,0
11517,24.95,-0.33,366.4,-3.99,9006.6,12165,CHARGING,"(35.48, 139.58)",29.6,0
11518,10.19,-0.09,521.2,1.98,5180.3,9032,CHARGING,"(28.8, 77.12)",26.5,0
11519,0.0,0.58,0.0,0.07,53.1,0,OFF,"(-33.88, 151.06)",25.9,0
11520,1.29,0.45,28.3,-0.22,0.0,0,IDLE,"(37.77, -122.34)",19.9,0
11521,0.09,-0.11,0.0,1.4,0.0,0,OFF,"(48.61, 2.24)",21.0,0
11522,13.13,0.01,482.6,-7.65,6556.2,9638,CHARGING,"(37.95, -122.45)",37.0,0
11523,33.86,0.46,363.1,4.79,12649.6,10264,CHARGING,"(37.78, -122.53)",26.0,0
11524,0.0,-0.74,0.8,1.25,0.0,0,OFF,"(35.89, 139.56)",18.7,0
11525,14.49,0.54,552.0,-3.12,8153.0,7787,CHARGING,"(38.01, -122.56)",26.8,0
11526,21.63,0.52,525.0,1.7,11161.8,10920,CHARGING,"(28.51, 77.27)",34.5,0
11527,0.17,-0.48,0.2,-0.7,0.0,0,OFF,"(40.46, -74.08)",20.1,0
11528,0.17,-0.12,6.3,-2.26,0.0,59,IDLE,"(33.97, -118.23)",31.6,0
11529,20.67,-0.59,700.6,-6.12,14610.4,9995,CHARGING,"(-33.85, 151.09)",43.3,0
11530,1.6,-0.05,1.0,1.02,0.0,0,IDLE,"(52.22, 13.35)",24.1,0
11531,2.66,7.49,553.1,-76.85,1450.1,2478,SAFE MODE,"(41.93, 12.34)",47.5,1
11532,9.39,-39.75,260.0,-40.23,2571.8,2815,SAFE MODE,"(41.93, 12.29)",34.8,2
11533,0.0,1.11,0.0,-0.73,83.4,0,OFF,"(52.66, 13.42)",27.3,0
11534,17.53,0.07,485.7,6.47,8496.0,5527,CHARGING,"(34.36, -118.23)",25.9,0
11535,6.28,-0.43,571.6,-2.58,3581.0,8605,CHARGING,"(28.59, 77.44)",28.4,0
11536,0.0,0.77,4.2,-1.65,34.7,0,IDLE,"(28.55, 77.24)",23.0,0
11537,0.0,-1.08,387.8,61.5,0.0,2808,ERROR,"(40.64, -74.1)",36.1,1
11538,0.17,0.52,0.0,2.41,0.0,0,OFF,"(40.86, -74.19)",23.2,0
11539,20.43,0.59,475.4,0.52,9408.4,8678,CHARGING,"(-33.96, 150.94)",36.5,0
11540,2.06,-0.64,0.0,-0.59,9.1,0,IDLE,"(34.04, -118.35)",12.8,0
11541,1.74,-0.28,12.0,0.91,25.2,75,IDLE,"(35.7, 139.55)",19.9,0
11542,0.88,0.1,0.0,-1.88,40.0,18,IDLE,"(33.89, -118.05)",28.5,0
11543,21.29,1.37,445.3,4.61,9139.4,11336,CHARGING,"(40.37, -73.96)",44.0,0
11544,0.0,0.11,0.6,2.83,12.4,0,OFF,"(40.82, -73.69)",25.3,0
11545,1.3,0.29,0.0,0.12,0.0,21,IDLE,"(48.88, 2.59)",21.4,0
11546,4.52,-0.8,391.4,-2.41,1778.2,0,SAFE MODE,"(34.0, -118.13)",33.9,0
11547,10.64,-0.11,582.1,-2.1,6170.9,5276,CHARGING,"(-33.72, 151.2)",34.3,0
11548,8.4,0.08,600.6,7.38,4843.2,7559,CHARGING,"(28.63, 77.2)",26.2,0
11549,0.43,0.39,1.2,-1.84,0.0,0,OFF,"(-33.77, 151.39)",20.0,0
11550,19.31,0.23,536.4,-0.3,10247.4,6610,CHARGING,"(37.52, -122.69)",39.3,0
11551,1.52,-0.59,12.7,-2.52,0.0,11,IDLE,"(28.39, 77.33)",23.8,0
11552,0.15,0.18,0.8,-0.41,0.0,0,OFF,"(37.71, -122.44)",28.0,0
11553,15.66,0.43,535.8,4.4,8446.8,7984,CHARGING,"(33.92, -118.48)",46.6,0
11554,0.0,-0.78,0.0,0.3,52.7,42,IDLE,"(52.51, 13.13)",15.3,0
11555,1.4,0.24,12.6,1.0,0.0,18,IDLE,"(40.63, -73.95)",32.0,0
11556,19.02,0.01,441.1,-5.24,8307.2,11655,CHARGING,"(52.52, 13.21)",31.9,0
11557,0.1,0.85,2.4,0.38,0.0,42,IDLE,"(40.78, -74.14)",27.5,0
11558,1.6,0.05,0.0,-1.43,46.7,0,IDLE,"(40.6, -74.1)",24.5,0
11559,16.92,0.51,452.7,4.28,7527.4,7978,CHARGING,"(35.65, 139.81)",28.1,0
11560,8.08,6.5,401.7,51.78,3188.3,3905,ERROR,"(51.51, -0.14)",49.0,1
11561,0.07,-0.53,0.2,1.07,5.0,0,OFF,"(28.59, 77.13)",15.9,0
11562,21.87,-1.67,449.0,-4.25,9990.3,9366,CHARGING,"(38.14, -122.43)",27.6,0
11563,23.76,-1.33,465.4,-4.89,11364.3,12551,CHARGING,"(34.11, -118.43)",33.1,0
11564,0.0,0.01,0.6,-0.32,53.0,0,OFF,"(35.77, 140.0)",24.0,0
11565,0.0,0.23,0.0,-0.65,30.1,0,OFF,"(28.5, 77.24)",21.5,0
11566,1.68,0.38,20.2,3.92,0.0,69,IDLE,"(-33.92, 151.34)",23.3,0
